name,spouse,parents,siblings,relatives,ancestors,Born,died,abilities,Bonded_with,titles,aliases,profession,groups,skills,species,residence,birthplace,religion,ethnicity,nationality,world,universe,featured_in
Devi , Species<->Singer, Residence<->Narak, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Dianil , Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Dolimid , Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Dor (character) , Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Dul , Spouse<->Mazish, Profession<->Stormsetter, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Durnash , Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
El , Abilities<->Fused, Titles<->Vyre (He Who Quiets) (formerly)[1][2], Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Eshonai , Parents<->Jaxlim, Siblings<->Venli, Died<->Battle of Narak[1], Abilities<->Forms of Power/ Shardbearer/ Willshaper[2], Bonded With<->Timbre, Groups<->Council of Five, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,
Essu , Parents<->Raboniel, Died<->Vev 1175[1], Abilities<->Fused, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Faridai , Died<->Battle of Narak/ 1173, Abilities<->Forms of Power, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Gangnah , Died<->1167[1], Groups<->Council of Five, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Gitgeth , Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Harel , Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Hariel , Abilities<->Fused, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Harvo , Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Hesh , Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Hnanan , Abilities<->Fused, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Husal , Groups<->Council of Five, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Jali , Died<->Battle of Kholinar 1174[1], Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Jaxlim , Children<->Eshonai/ Venli, Species<->Singer, Residence<->Narak, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Jeshishin , Abilities<->Fused, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Jial , Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Khen , Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Klade , Died<->Ishi 1167[1], Groups<->Council of Five, Species<->Singer, Residence<->Narak, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Kyril , Abilities<->Fused, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Leshwi , Abilities<->Fused, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Lezian , Died<->1175/ killed by El[1], Abilities<->Fused, Titles<->The Pursuer, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Malal , Profession<->Soldier, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Mazish , Spouse<->Dul, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Melu , Died<->Possessed by Aharat/ 1174[1], Abilities<->Forms of Power, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Mikaim , Profession<->Scholar/ Surgeon, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Mizthla , Abilities<->Forms of Power, Aliases<->Dah, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Mrun , Died<->Possessed by Fused/ 1174[1], Abilities<->Forms of Power, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Nam , Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Night Known , Abilities<->Fused, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Nistar , Abilities<->Forms of Power, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Pal , Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Raboniel , Children<->Essu, Died<->1175[1], Abilities<->Fused, Titles<->Lady of Wishes/ Lady of Pains, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Remala , Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Rine , Abilities<->Fused, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Rlain , Abilities<->Truthwatcher/ Voidbinder[1], Bonded With<->Tumi, Titles<->Bridger of Minds, Aliases<->Shen, Groups<->Bridge Four/ Kholin army/ Sadeas army (formerly), Species<->Singer, Birthplace<->Shattered Plains, Residence<->Urithiru, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,
Ron , Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Rothan , Abilities<->Regal, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Sah , Children<->Vai, Died<->Siege of Kholinar 1174[1], Species<->Singer, Residence<->Kholinar, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Sharefel , Family<->First-Rhythm, Abilities<->Shardbearer, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
She Who Dreams , Abilities<->Fused, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Shumin , Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Thude , Spouse<->Bila, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Ton (singer) , Species<->Singer, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Turash , Abilities<->Fused, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Tusa , Profession<->Scholar, Species<->Singer, Residence<->Narak, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Urialin , Abilities<->Forms of Power, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Uriam , Abilities<->Fused, Titles<->The Defiant, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Vai , Parents<->Sah, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Varanis , Abilities<->Forms of Power, Species<->Singer, Residence<->Narak, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Varnali , Died<->1167[1], Groups<->Council of Five, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Vatwha , Abilities<->Fused, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Venli , Spouse<->Demid, Parents<->Jaxlim, Siblings<->Eshonai, Abilities<->Forms of Power/ Willshaper, Bonded With<->Timbre, Titles<->The Last Listener[1],,,,,,,,,,,,,,,,,
Voice of Lady Leshwi[1],,,,,,,,,,,,,,,,,,,,,,,
Voice of the Lady of Wishes (former)[2],,,,,,,,,,,,,,,,,,,,,,,
Voice of Odium (former)[3], Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Vldgen , Species<->Singer, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Vod , Species<->Singer, Residence<->Kholinar, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Word of Deeds , Abilities<->Fused, Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Zandiel , Species<->Singer, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Zuln , Groups<->Council of Five, Species<->Singer, Nationality<->Listener, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Thaylen , Ethnicity<->Thaylen, Capital<->Thaylen City, Ruled by<->Fen Rnamdi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Alstben , Profession<->Sailor, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Artmyrn , Profession<->Book merchant, Residence<->Kharbranth, Ethnicity<->Thaylen, Nationality<->Kharbranthian, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Ashlv , Spouse<->Tozbek, Profession<->Sailor, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Barmest , Profession<->Bookseller, Residence<->Kharbranth, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Beznk , Profession<->Sailor, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Brekv , Profession<->Sailor, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Chanrm , Relatives<->Vstim (uncle)[1], Ethnicity<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Devmrh , Profession<->Scribe, Ethnicity<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Drlwan , Siblings<->Kstled, Profession<->Sailor, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Estnatil , Died<->Battle of Thaylen Field[1], Abilities<->Shardbearer, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Febrth , Died<->1174[1], Groups<->Diagram, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Fen Rnamdi , Spouse<->Kmakl, Children<->Kdralk, Titles<->Queen of Thaylenah, Residence<->Thaylen City, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Fimkn , Profession<->Sailor/ medic, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Fladm , Died<->Nanishi 1174[1][2], Profession<->Security guard, Residence<->Thaylen City, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Flend , Profession<->Sailor, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Hrdalm , Abilities<->Shardbearer, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Jochi , Profession<->Baker & Scholar, Groups<->Veristitalians[1], Residence<->Thaylen City, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Kdralk , Parents<->Fen/ Kmakl, Titles<->Captainlord, Profession<->Soldier, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Klisn , Profession<->Sailor, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Kmakl , Spouse<->Fen Rnamdi, Children<->Kdralk, Titles<->Prince consort of Thaylenah, Residence<->Thaylen City, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Kmakra , Parents<->Wzmal, Siblings<->Molinar, Ethnicity<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Kstled , Siblings<->Drlwan, Profession<->Soldier, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Longbrow , Died<->ca 774, Profession<->Sailor, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Mraize , Abilities<->Worldhopper[1], Bonded With<->Unknown Aviar, Aliases<->Gobby[2], Groups<->Ghostbloods, Nationality<->Thaylen[3], World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Mrall , Profession<->Bodyguard & Servant, Groups<->Diagram, Residence<->Urithiru, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Nlan , Profession<->Sailor, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Plamry , Profession<->Porter, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Pluv , Profession<->Sailor, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Rysn Ftori , Abilities<->Dawnshard, Profession<->Accountant/,,,,,,,,,,,,,,,,,,,,,
Merchant, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Smta , Titles<->Captain, Profession<->Sailor, Ethnicity<->Thaylen, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Tlik , Died<->Nanishi 1174[1][2], Profession<->Security guard, Residence<->Thaylen City, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Tozbek , Spouse<->Ashlv, Profession<->Sailor, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Tshadr , Died<->Vevashev 1175[1], Abilities<->Shardbearer, Profession<->Highguard, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Turlm , Profession<->Sailor, Residence<->Thaylen City, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Tvlakv , Profession<->Merchant, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Ulvlk , Profession<->Artifabrian, Groups<->Vriztl Guild, Residence<->Urithiru, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Vaceslv , Profession<->Soldier, Groups<->Kholinar Wall Guard, Residence<->Kholinar, Ethnicity<->Thaylen, Nationality<->Alethi, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Vazrmeb , Died<->First Dreams[1], Profession<->Ship's captain, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Vldgen , Species<->Singer, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Vlxim , Profession<->Sailor, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Vrandl , Profession<->Artifabrian, Groups<->Vriztl Guild, Residence<->Urithiru, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Vstim , Relatives<->Chanrm[1], Profession<->Merchant, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Wvlan , Profession<->Sailor, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Wzmal , Children<->Kmakra/ Molinar, Ethnicity<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Yalb , Profession<->Sailor, Nationality<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Yokska , Profession<->Tailor, Residence<->Kholinar, Ethnicity<->Thaylen, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Unkalaki , Species<->Singers/ Human[1], World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,,
Horneater Peaks , Type<->Mountains, Region<->Jah Keved, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Beautiful Song , Parents<->Lunamor/ Tuaka, Siblings<->Gift & Cord/ Rock/ Star/ Kuma'tiki, Born<->1170[1], Residence<->The Horneater Peaks, Ethnicity<->Unkalaki, Nationality<->Unkalaki, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,
Cord , Parents<->Lunamor/ Tuaka, Siblings<->Gift/ Rock/ Star/ Kuma'tiki/ Beautiful Song, Abilities<->Sighted/ Shardbearer[1], Residence<->Urithiru, Nationality<->Unkalaki, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Gift , Parents<->Lunamor/ Tuaka, Siblings<->Cord/ Rock/ Star/ Kuma'tiki/ Beautiful Song, Residence<->Urithiru, Nationality<->Unkalaki, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Kef'ha , Relatives<->Lunamor, Died<->Duel with Torol Sadeas[1], Nationality<->Unkalaki, World<->Roshar, Universe<->Cosmere, Featured In<->Stormlight Archive,,,,,,,,,,,,,,,,,
Kuma'tiki , Parents<->Lunamor/ Tuaka, Siblings<->Gift & Cord/ Rock/ Star/ Beautiful Song, Residence<->The Horneater Peaks, Nationality<->Unkalaki, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Nuatoma , Related to<->Unkalaki, World<->Roshar, Universe<->Cosmere, Featured In<->Stormlight Archive,,,,,,,,,,,,,,,,,,,
Lunamor , Spouse<->Tuaka, Children<->Gift/ Cord/ Rock/ Star/ Kuma'tiki/ Beautiful Song, Relatives<->Kef'ha/ Sinaku'a/ Tifi, Abilities<->Radiant squire for Order of Windrunners/ Sighted, Aliases<->Lunamor/ Rock, Profession<->Chef, Groups<->Bridge Four/ Sadeas army (formerly)/ Kholin army, Residence<->The Horneater Peaks, Nationality<->Unkalaki, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,
Rock (junior) , Parents<->Lunamor/ Tuaka, Siblings<->Gift & Cord/ Star/ Kuma'tiki/ Beautiful Song, Residence<->The Horneater Peaks, Nationality<->Unkalaki, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Sinaku'a , Relatives<->Kef'ha/ Lunamor, Died<->[1], Nationality<->Unkalaki, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Star , Parents<->Lunamor/ Tuaka, Siblings<->Gift & Cord/ Rock/ Kuma'tiki/ Beautiful Song, Residence<->The Horneater Peaks, Nationality<->Unkalaki, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Tifi , Relatives<->Kef'ha/ Lunamor/ Sinaku'a, Died<->[1], Nationality<->Unkalaki, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Tuaka , Spouse<->Lunamor, Children<->Gift/ Cord/ Rock/ Star/ Kuma'tiki/ Beautiful Song, Aliases<->Tuaka/ Song, Residence<->The Horneater Peaks, Nationality<->Unkalaki, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Ur (character) , Profession<->Thug, Residence<->Urithiru, Nationality<->Unkalaki, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Abrial , Died<->Likely 1173[1], Titles<->Highprince of Jah Keved, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Amark , Died<->1173[1], Profession<->Miner/ Bridgeman, Groups<->Bridge Four/ Sadeas army, Nationality<->Veden (Bav), World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Balat Davar , Spouse<->Eylita[1], Parents<->Lin/ mother, Siblings<->Helaran/ Wikim/ Jushu/ Shallan, Born<->1150[2], Residence<->Urithiru, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,
Beal , Profession<->Guardsman, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Boriar , Died<->1173, Titles<->Highprince of Jah Keved, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Ekel , Profession<->Guard, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Evinor , Died<->1173, Titles<->Highprince of Jah Keved, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Eylita Tavinar , Spouse<->Balat Davar[2], Parents<->Lord and Lady Tavinar[1], Born<->c. 1151, Residence<->Urithiru, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Geved , Profession<->Soldier, Residence<->Vedenar, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Gevelmar , Children<->Malise Gevelmar, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Hanavanar , Died<->1173[1], Abilities<->Shardbearer, Titles<->King of Jah Keved, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Hasheh , Profession<->Scholar, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Helaran Davar , Parents<->Lin/ mother, Siblings<->Balat/ Wikim/ Jushu/ Shallan, Died<->Ishi 1172[1], Abilities<->Shardbearer, Groups<->Order of Skybreakers, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,
Jal Mala , Died<->Assassin in White[1], Titles<->Highprince of Jah Keved, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,
Jix , Profession<->Guard, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,,,
Jushu Davar , Parents<->Lin Davar/ mother/ Malise Gevelmar (stepmother), Siblings<->Helaran/ Balat/ Wikim/ Shallan, Born<->c. 1154[1], Residence<->Urithiru, Ethnicity<->Veden, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,
Lin Davar , Spouse<->Shallan's mother/ Malise Gevelmar, Children<->Helaran/ Balat/ Wikim/ Jushu/ Shallan, Died<->Ish 1172[1], Groups<->Ghostbloods, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,
Luesh , Died<->1173[1], Abilities<->Soulcasting (fabrial)[2], Groups<->Ghostbloods, Nationality<->Veden, World<->Roshar, Universe<->Cosmere, Featured In<->The Stormlight Archive,,,,,,,,,,,,,,,,
Malata , Abilities<->Dustbringer/ Shardbearer, Bonded With<->Spark, Groups<->Knights Radiant (Dustbringers),,,,,,,,,,,,,,,,,,,,
